path	expected	detector	max_seconds	mode	notes
cnfgen_regression_pack/cnfgen_cases/ram_3_3_n5_sat.cnf	SAT	any	60	solve	ramsey easy Ramsey principle
cnfgen_regression_pack/cnfgen_cases/ram_3_3_n6_unsat.cnf	UNSAT	any	60	solve	ramsey easy Ramsey principle
cnfgen_regression_pack/cnfgen_cases/ram_3_3_n7_unsat.cnf	UNSAT	any	60	solve	ramsey moderate Ramsey principle
cnfgen_regression_pack/cnfgen_cases/ram_3_4_n10_unsat.cnf	UNSAT	any	60	solve	ramsey stress Ramsey principle
cnfgen_regression_pack/cnfgen_cases/ram_3_4_n8_sat.cnf	SAT	any	60	solve	ramsey moderate Ramsey principle
cnfgen_regression_pack/cnfgen_cases/ram_3_4_n9_unsat.cnf	UNSAT	any	60	solve	ramsey moderate Ramsey principle
cnfgen_regression_pack/cnfgen_cases/rphp_p10_r12_h12_sat.cnf	SAT	any	60	solve	relativized_pigeonhole moderate relativized pigeonhole principle
cnfgen_regression_pack/cnfgen_cases/rphp_p10_r8_h12_unsat.cnf	UNSAT	any	60	solve	relativized_pigeonhole moderate relativized pigeonhole principle
cnfgen_regression_pack/cnfgen_cases/rphp_p12_r10_h12_unsat.cnf	UNSAT	any	60	solve	relativized_pigeonhole moderate relativized pigeonhole principle
cnfgen_regression_pack/cnfgen_cases/rphp_p8_r12_h10_sat.cnf	SAT	any	60	solve	relativized_pigeonhole moderate relativized pigeonhole principle
cnfgen_regression_pack/cnfgen_cases/rphp_p8_r14_h12_sat.cnf	SAT	any	60	solve	relativized_pigeonhole moderate relativized pigeonhole principle
cnfgen_regression_pack/cnfgen_cases/sanity_false_unsat.cnf	UNSAT	any	60	solve	sanity easy single empty clause
cnfgen_regression_pack/cnfgen_cases/sanity_true_sat.cnf	SAT	any	60	solve	sanity easy empty true formula
cnfgen_regression_pack/cnfgen_cases/shuffle_count_m7_p3_unsat.cnf	UNSAT	any	60	solve	counting_transform moderate satisfiability-preserving CNFgen transformation
cnfgen_regression_pack/cnfgen_cases/shuffle_kcolor_k3_complete4_unsat.cnf	UNSAT	any	60	solve	graph_coloring_transform moderate satisfiability-preserving CNFgen transformation
cnfgen_regression_pack/cnfgen_cases/shuffle_php_p7_h6_unsat.cnf	UNSAT	any	60	solve	pigeonhole_transform moderate satisfiability-preserving CNFgen transformation
cnfgen_regression_pack/cnfgen_cases/shuffle_ram_3_3_n6_unsat.cnf	UNSAT	any	60	solve	ramsey_transform moderate satisfiability-preserving CNFgen transformation
cnfgen_regression_pack/cnfgen_cases/shuffle_tseitin_first_v20_d3_unsat.cnf	UNSAT	any	60	solve	tseitin_transform moderate satisfiability-preserving CNFgen transformation
cnfgen_regression_pack/cnfgen_cases/shuffle_vdw_k3_n9_unsat.cnf	UNSAT	any	60	solve	van_der_waerden_transform moderate satisfiability-preserving CNFgen transformation
cnfgen_regression_pack/cnfgen_cases/stone4_path8_unsat.cnf	UNSAT	any	60	solve	stone moderate sparse stone formula
cnfgen_regression_pack/cnfgen_cases/stone4_pyramid3_unsat.cnf	UNSAT	any	60	solve	stone moderate sparse stone formula
cnfgen_regression_pack/cnfgen_cases/stone5_tree3_unsat.cnf	UNSAT	any	60	solve	stone moderate sparse stone formula
cnfgen_regression_pack/cnfgen_cases/subgraph_grid2x2_in_k8_sat.cnf	SAT	any	60	solve	subgraph easy subgraph containment
cnfgen_regression_pack/cnfgen_cases/subgraph_k4_in_k5_sat.cnf	SAT	any	60	solve	subgraph easy subgraph containment
cnfgen_regression_pack/cnfgen_cases/subgraph_triangle_in_grid3x3_unsat.cnf	UNSAT	any	60	solve	subgraph easy subgraph containment
cnfgen_regression_pack/cnfgen_cases/subsetcard_n10_unsat.cnf	UNSAT	any	60	solve	subset_cardinality moderate subset cardinality principle
cnfgen_regression_pack/cnfgen_cases/subsetcard_n16_unsat.cnf	UNSAT	any	60	solve	subset_cardinality moderate subset cardinality principle
cnfgen_regression_pack/cnfgen_cases/tseitin_first_v100_d4_unsat.cnf	UNSAT	any	60	solve	tseitin stress Tseitin formula on random regular graph
cnfgen_regression_pack/cnfgen_cases/tseitin_first_v20_d3_unsat.cnf	UNSAT	any	60	solve	tseitin easy Tseitin formula on random regular graph
cnfgen_regression_pack/cnfgen_cases/tseitin_first_v40_d3_unsat.cnf	UNSAT	any	60	solve	tseitin easy Tseitin formula on random regular graph
cnfgen_regression_pack/cnfgen_cases/tseitin_first_v60_d3_unsat.cnf	UNSAT	any	60	solve	tseitin moderate Tseitin formula on random regular graph
cnfgen_regression_pack/cnfgen_cases/tseitin_first_v64_d4_unsat.cnf	UNSAT	any	60	solve	tseitin moderate Tseitin formula on random regular graph
cnfgen_regression_pack/cnfgen_cases/tseitin_first_v80_d4_unsat.cnf	UNSAT	any	60	solve	tseitin moderate Tseitin formula on random regular graph
cnfgen_regression_pack/cnfgen_cases/tseitin_zero_v100_d4_sat.cnf	SAT	any	60	solve	tseitin stress Tseitin formula on random regular graph
cnfgen_regression_pack/cnfgen_cases/tseitin_zero_v20_d3_sat.cnf	SAT	any	60	solve	tseitin easy Tseitin formula on random regular graph
cnfgen_regression_pack/cnfgen_cases/tseitin_zero_v40_d3_sat.cnf	SAT	any	60	solve	tseitin easy Tseitin formula on random regular graph
cnfgen_regression_pack/cnfgen_cases/tseitin_zero_v60_d3_sat.cnf	SAT	any	60	solve	tseitin moderate Tseitin formula on random regular graph
cnfgen_regression_pack/cnfgen_cases/tseitin_zero_v64_d4_sat.cnf	SAT	any	60	solve	tseitin moderate Tseitin formula on random regular graph
cnfgen_regression_pack/cnfgen_cases/tseitin_zero_v80_d4_sat.cnf	SAT	any	60	solve	tseitin moderate Tseitin formula on random regular graph
cnfgen_regression_pack/cnfgen_cases/vdw_2color_k3_n16_unsat.cnf	UNSAT	any	60	solve	van_der_waerden moderate Van der Waerden principle
cnfgen_regression_pack/cnfgen_cases/vdw_2color_k3_n8_sat.cnf	SAT	any	60	solve	van_der_waerden easy Van der Waerden principle
cnfgen_regression_pack/cnfgen_cases/vdw_2color_k3_n9_unsat.cnf	UNSAT	any	60	solve	van_der_waerden easy Van der Waerden principle
cnfgen_regression_pack/cnfgen_cases/vdw_2color_k4_n34_sat.cnf	SAT	any	60	solve	van_der_waerden moderate Van der Waerden principle
cnfgen_regression_pack/cnfgen_cases/vdw_2color_k4_n35_unsat.cnf	UNSAT	any	60	solve	van_der_waerden stress Van der Waerden principle
cnfgen_regression_pack/cnfgen_cases/xor2_parity_n5_unsat.cnf	UNSAT	any	60	solve	parity_transform moderate satisfiability-preserving CNFgen transformation
cnfgen_regression_pack/cnfgen_cases/xor2_rand3cnf_v12_m42_planted_sat.cnf	SAT	any	60	solve	planted_randkcnf_transform moderate satisfiability-preserving CNFgen transformation
