folder,filename,family,known_status,level,vars,clauses,max_seconds,source_command,notes
cnfgen_cases,planted_rand4cnf_v120_m900_s1_sat.cnf,planted_randkcnf,SAT,moderate,120,900,60,cnfgen -S 31056 randkcnf -p 4 120 900,CNFgen planted random k-CNF
cnfgen_cases,planted_rand4cnf_v120_m900_s2_sat.cnf,planted_randkcnf,SAT,moderate,120,900,60,cnfgen -S 31060 randkcnf -p 4 120 900,CNFgen planted random k-CNF
cnfgen_cases,planted_rand4cnf_v120_m900_s3_sat.cnf,planted_randkcnf,SAT,moderate,120,900,60,cnfgen -S 31064 randkcnf -p 4 120 900,CNFgen planted random k-CNF
cnfgen_cases,planted_rand4cnf_v180_m1440_s1_sat.cnf,planted_randkcnf,SAT,moderate,180,1440,60,cnfgen -S 31057 randkcnf -p 4 180 1440,CNFgen planted random k-CNF
cnfgen_cases,planted_rand4cnf_v180_m1440_s2_sat.cnf,planted_randkcnf,SAT,moderate,180,1440,60,cnfgen -S 31061 randkcnf -p 4 180 1440,CNFgen planted random k-CNF
cnfgen_cases,planted_rand4cnf_v180_m1440_s3_sat.cnf,planted_randkcnf,SAT,moderate,180,1440,60,cnfgen -S 31065 randkcnf -p 4 180 1440,CNFgen planted random k-CNF
cnfgen_cases,planted_rand4cnf_v40_m180_s1_sat.cnf,planted_randkcnf,SAT,easy,40,180,60,cnfgen -S 31054 randkcnf -p 4 40 180,CNFgen planted random k-CNF
cnfgen_cases,planted_rand4cnf_v40_m180_s2_sat.cnf,planted_randkcnf,SAT,easy,40,180,60,cnfgen -S 31058 randkcnf -p 4 40 180,CNFgen planted random k-CNF
cnfgen_cases,planted_rand4cnf_v40_m180_s3_sat.cnf,planted_randkcnf,SAT,easy,40,180,60,cnfgen -S 31062 randkcnf -p 4 40 180,CNFgen planted random k-CNF
cnfgen_cases,planted_rand4cnf_v80_m520_s1_sat.cnf,planted_randkcnf,SAT,moderate,80,520,60,cnfgen -S 31055 randkcnf -p 4 80 520,CNFgen planted random k-CNF
cnfgen_cases,planted_rand4cnf_v80_m520_s2_sat.cnf,planted_randkcnf,SAT,moderate,80,520,60,cnfgen -S 31059 randkcnf -p 4 80 520,CNFgen planted random k-CNF
cnfgen_cases,planted_rand4cnf_v80_m520_s3_sat.cnf,planted_randkcnf,SAT,moderate,80,520,60,cnfgen -S 31063 randkcnf -p 4 80 520,CNFgen planted random k-CNF
cnfgen_cases,planted_rand4xor_v128_e120_s1_sat.cnf,planted_randkxor,SAT,stress,128,960,60,cnfgen -S 31136 randkxor -p 4 128 120,CNFgen planted random XOR encoded as CNF
cnfgen_cases,planted_rand4xor_v128_e120_s2_sat.cnf,planted_randkxor,SAT,stress,128,960,60,cnfgen -S 31141 randkxor -p 4 128 120,CNFgen planted random XOR encoded as CNF
cnfgen_cases,planted_rand4xor_v24_e18_s1_sat.cnf,planted_randkxor,SAT,easy,24,144,60,cnfgen -S 31132 randkxor -p 4 24 18,CNFgen planted random XOR encoded as CNF
cnfgen_cases,planted_rand4xor_v24_e18_s2_sat.cnf,planted_randkxor,SAT,easy,24,144,60,cnfgen -S 31137 randkxor -p 4 24 18,CNFgen planted random XOR encoded as CNF
cnfgen_cases,planted_rand4xor_v48_e36_s1_sat.cnf,planted_randkxor,SAT,easy,48,288,60,cnfgen -S 31133 randkxor -p 4 48 36,CNFgen planted random XOR encoded as CNF
cnfgen_cases,planted_rand4xor_v48_e36_s2_sat.cnf,planted_randkxor,SAT,easy,48,288,60,cnfgen -S 31138 randkxor -p 4 48 36,CNFgen planted random XOR encoded as CNF
cnfgen_cases,planted_rand4xor_v64_e56_s1_sat.cnf,planted_randkxor,SAT,moderate,64,448,60,cnfgen -S 31134 randkxor -p 4 64 56,CNFgen planted random XOR encoded as CNF
cnfgen_cases,planted_rand4xor_v64_e56_s2_sat.cnf,planted_randkxor,SAT,moderate,64,448,60,cnfgen -S 31139 randkxor -p 4 64 56,CNFgen planted random XOR encoded as CNF
cnfgen_cases,planted_rand4xor_v96_e90_s1_sat.cnf,planted_randkxor,SAT,moderate,96,720,60,cnfgen -S 31135 randkxor -p 4 96 90,CNFgen planted random XOR encoded as CNF
cnfgen_cases,planted_rand4xor_v96_e90_s2_sat.cnf,planted_randkxor,SAT,moderate,96,720,60,cnfgen -S 31140 randkxor -p 4 96 90,CNFgen planted random XOR encoded as CNF
cnfgen_cases,ram_3_3_n5_sat.cnf,ramsey,SAT,easy,10,20,60,cnfgen -S 31178 ram 3 3 5,Ramsey principle
cnfgen_cases,ram_3_3_n6_unsat.cnf,ramsey,UNSAT,easy,15,40,60,cnfgen -S 31179 ram 3 3 6,Ramsey principle
cnfgen_cases,ram_3_3_n7_unsat.cnf,ramsey,UNSAT,moderate,21,70,60,cnfgen -S 31180 ram 3 3 7,Ramsey principle
cnfgen_cases,ram_3_4_n10_unsat.cnf,ramsey,UNSAT,stress,45,330,60,cnfgen -S 31183 ram 3 4 10,Ramsey principle
cnfgen_cases,ram_3_4_n8_sat.cnf,ramsey,SAT,moderate,28,126,60,cnfgen -S 31181 ram 3 4 8,Ramsey principle
cnfgen_cases,ram_3_4_n9_unsat.cnf,ramsey,UNSAT,moderate,36,210,60,cnfgen -S 31182 ram 3 4 9,Ramsey principle
cnfgen_cases,rphp_p10_r12_h12_sat.cnf,relativized_pigeonhole,SAT,moderate,276,1474,60,cnfgen -S 31159 rphp 10 12 12,relativized pigeonhole principle
cnfgen_cases,rphp_p10_r8_h12_unsat.cnf,relativized_pigeonhole,UNSAT,moderate,184,794,60,cnfgen -S 31157 rphp 10 8 12,relativized pigeonhole principle
cnfgen_cases,rphp_p12_r10_h12_unsat.cnf,relativized_pigeonhole,UNSAT,moderate,250,1342,60,cnfgen -S 31160 rphp 12 10 12,relativized pigeonhole principle
cnfgen_cases,rphp_p8_r12_h10_sat.cnf,relativized_pigeonhole,SAT,moderate,228,1112,60,cnfgen -S 31156 rphp 8 12 10,relativized pigeonhole principle
cnfgen_cases,rphp_p8_r14_h12_sat.cnf,relativized_pigeonhole,SAT,moderate,294,1618,60,cnfgen -S 31158 rphp 8 14 12,relativized pigeonhole principle
cnfgen_cases,sanity_false_unsat.cnf,sanity,UNSAT,easy,0,1,60,cnfgen -S 31003 false,single empty clause
cnfgen_cases,sanity_true_sat.cnf,sanity,SAT,easy,0,0,60,cnfgen -S 31002 true,empty true formula
cnfgen_cases,shuffle_count_m7_p3_unsat.cnf,counting_transform,UNSAT,moderate,35,742,60,cnfgen -S 31223 count 7 3 -T shuffle,satisfiability-preserving CNFgen transformation
cnfgen_cases,shuffle_kcolor_k3_complete4_unsat.cnf,graph_coloring_transform,UNSAT,moderate,12,34,60,cnfgen -S 31224 kcolor 3 complete 4 -T shuffle,satisfiability-preserving CNFgen transformation
cnfgen_cases,shuffle_php_p7_h6_unsat.cnf,pigeonhole_transform,UNSAT,moderate,42,133,60,cnfgen -S 31218 php 7 6 -T shuffle,satisfiability-preserving CNFgen transformation
cnfgen_cases,shuffle_ram_3_3_n6_unsat.cnf,ramsey_transform,UNSAT,moderate,15,40,60,cnfgen -S 31220 ram 3 3 6 -T shuffle,satisfiability-preserving CNFgen transformation
cnfgen_cases,shuffle_tseitin_first_v20_d3_unsat.cnf,tseitin_transform,UNSAT,moderate,30,80,60,cnfgen -S 31228 tseitin first gnd 20 3 -T shuffle,satisfiability-preserving CNFgen transformation
cnfgen_cases,shuffle_vdw_k3_n9_unsat.cnf,van_der_waerden_transform,UNSAT,moderate,9,32,60,cnfgen -S 31221 vdw 9 3 3 -T shuffle,satisfiability-preserving CNFgen transformation
cnfgen_cases,stone4_path8_unsat.cnf,stone,UNSAT,moderate,31,68,60,cnfgen -S 31215 stone 4 path 8 --sparse 3,sparse stone formula
cnfgen_cases,stone4_pyramid3_unsat.cnf,stone,UNSAT,moderate,34,121,60,cnfgen -S 31216 stone 4 pyramid 3 --sparse 3,sparse stone formula
cnfgen_cases,stone5_tree3_unsat.cnf,stone,UNSAT,moderate,50,159,60,cnfgen -S 31217 stone 5 tree 3 --sparse 3,sparse stone formula
cnfgen_cases,subgraph_grid2x2_in_k8_sat.cnf,subgraph,SAT,easy,32,164,60,cnfgen -S 31205 subgraph -G complete 8 -H grid 2 2,subgraph containment
cnfgen_cases,subgraph_k4_in_k5_sat.cnf,subgraph,SAT,easy,20,74,60,cnfgen -S 31203 subgraph -G complete 5 -H complete 4,subgraph containment
cnfgen_cases,subgraph_triangle_in_grid3x3_unsat.cnf,subgraph,UNSAT,easy,27,282,60,cnfgen -S 31204 subgraph -G grid 3 3 -H complete 3,subgraph containment
cnfgen_cases,subsetcard_n10_unsat.cnf,subset_cardinality,UNSAT,moderate,41,92,60,cnfgen -S 31210 subsetcard 10,subset cardinality principle
cnfgen_cases,subsetcard_n16_unsat.cnf,subset_cardinality,UNSAT,moderate,65,140,60,cnfgen -S 31211 subsetcard 16,subset cardinality principle
cnfgen_cases,tseitin_first_v100_d4_unsat.cnf,tseitin,UNSAT,stress,200,800,60,cnfgen -S 31172 tseitin first gnd 100 4,Tseitin formula on random regular graph
cnfgen_cases,tseitin_first_v20_d3_unsat.cnf,tseitin,UNSAT,easy,30,80,60,cnfgen -S 31162 tseitin first gnd 20 3,Tseitin formula on random regular graph
cnfgen_cases,tseitin_first_v40_d3_unsat.cnf,tseitin,UNSAT,easy,60,160,60,cnfgen -S 31164 tseitin first gnd 40 3,Tseitin formula on random regular graph
cnfgen_cases,tseitin_first_v60_d3_unsat.cnf,tseitin,UNSAT,moderate,90,240,60,cnfgen -S 31166 tseitin first gnd 60 3,Tseitin formula on random regular graph
cnfgen_cases,tseitin_first_v64_d4_unsat.cnf,tseitin,UNSAT,moderate,128,512,60,cnfgen -S 31168 tseitin first gnd 64 4,Tseitin formula on random regular graph
cnfgen_cases,tseitin_first_v80_d4_unsat.cnf,tseitin,UNSAT,moderate,160,640,60,cnfgen -S 31170 tseitin first gnd 80 4,Tseitin formula on random regular graph
cnfgen_cases,tseitin_zero_v100_d4_sat.cnf,tseitin,SAT,stress,200,800,60,cnfgen -S 31171 tseitin zero gnd 100 4,Tseitin formula on random regular graph
cnfgen_cases,tseitin_zero_v20_d3_sat.cnf,tseitin,SAT,easy,30,80,60,cnfgen -S 31161 tseitin zero gnd 20 3,Tseitin formula on random regular graph
cnfgen_cases,tseitin_zero_v40_d3_sat.cnf,tseitin,SAT,easy,60,160,60,cnfgen -S 31163 tseitin zero gnd 40 3,Tseitin formula on random regular graph
cnfgen_cases,tseitin_zero_v60_d3_sat.cnf,tseitin,SAT,moderate,90,240,60,cnfgen -S 31165 tseitin zero gnd 60 3,Tseitin formula on random regular graph
cnfgen_cases,tseitin_zero_v64_d4_sat.cnf,tseitin,SAT,moderate,128,512,60,cnfgen -S 31167 tseitin zero gnd 64 4,Tseitin formula on random regular graph
cnfgen_cases,tseitin_zero_v80_d4_sat.cnf,tseitin,SAT,moderate,160,640,60,cnfgen -S 31169 tseitin zero gnd 80 4,Tseitin formula on random regular graph
cnfgen_cases,vdw_2color_k3_n16_unsat.cnf,van_der_waerden,UNSAT,moderate,16,112,60,cnfgen -S 31186 vdw 16 3 3,Van der Waerden principle
cnfgen_cases,vdw_2color_k3_n8_sat.cnf,van_der_waerden,SAT,easy,8,24,60,cnfgen -S 31184 vdw 8 3 3,Van der Waerden principle
cnfgen_cases,vdw_2color_k3_n9_unsat.cnf,van_der_waerden,UNSAT,easy,9,32,60,cnfgen -S 31185 vdw 9 3 3,Van der Waerden principle
cnfgen_cases,vdw_2color_k4_n34_sat.cnf,van_der_waerden,SAT,moderate,34,352,60,cnfgen -S 31187 vdw 34 4 4,Van der Waerden principle
cnfgen_cases,vdw_2color_k4_n35_unsat.cnf,van_der_waerden,UNSAT,stress,35,374,60,cnfgen -S 31188 vdw 35 4 4,Van der Waerden principle
cnfgen_cases,xor2_parity_n5_unsat.cnf,parity_transform,UNSAT,moderate,20,200,60,cnfgen -S 31222 parity 5 -T xor 2,satisfiability-preserving CNFgen transformation
cnfgen_cases,xor2_rand3cnf_v12_m42_planted_sat.cnf,planted_randkcnf_transform,SAT,moderate,24,336,60,cnfgen -S 31225 randkcnf -p 3 12 42 -T xor 2,satisfiability-preserving CNFgen transformation
